Country Name,City Name,Overall AQI,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,Volatile_Organic_Compounds ,Sulfur_Dioxide,Emissions,Overall AQI Level
Germany,Fallingbostel,61,1,Good,41,Good,2,GO,61,Moderate,152.2263666,3.778565601,Good,Moderate
Poland,Wyszkow,40,1,Good,40,Good,0,,21,Good,54.56307474,-0.939687409,Good,Good
United States of America,Bardstown,61,1,Good,46,Good,4,GO,61,Moderate,145.5055374,8.543414595,Good,Moderate
Turkey,Ardahan,39,0,Good,35,Good,0,GO,39,Good,96.88949148,-0.254907061,Good,Good
Poland,Zary,45,1,Good,45,Good,0,,37,Good,99.72387814,4.506478943,Good,Good
Sweden,Lund,36,0,Good,,Good,0,GO,14,Good,56.03701855,1.543357751,Good,Good
Greece,Kavala,84,1,Good,40,Good,0,GO,84,Moderate,230.5918229,11.28848636,Good,Moderate
Indonesia,Sijunjung,42,1,Good,20,Good,0,GO,42,Good,100.7543589,-2.224999545,Good,Good
South Africa,Siyabuswa,166,10,Good,13,Good,11,GO,166,Unhealthy,426.3942804,23.72811957,Good,Unhealthy
South Africa,Swellendam,71,2,Good,4,Good,3,GO,71,Moderate,197.0246753,4.105985868,Good,Moderate
Italy,Racale,70,1,Good,60,Moderate,1,GO,70,Moderate,172.9159323,6.888104072,Moderate,Moderate
India,Sikar,242,2,Good,,Good,6,,242,Very Unhealthy,611.9462858,10.30979152,Good,Very Unhealthy
Pakistan,Turbat,147,1,Good,50,Good,0,GO,147,Unhealthy for Sensitive Groups,369.927,3.783480486,Good,Unhealthy for Sensitive Groups
Denmark,Bronderslev,54,0,Good,34,Good,1,,54,Moderate,127.0388334,-0.612685296,Good,Moderate
Russian Federation,Kaduy,29,1,Good,29,Good,0,GO,8,Good,27.93008807,6.843512604,Good,Good
New Zealand,Porirua,27,0,Good,27,Good,0,GO,16,Good,47.88150042,2.04024624,Good,Good
Brazil,Lavras Da Mangabeira,37,0,Good,,Good,2,GO,37,Good,91.62548725,-7.308695888,Good,Good
India,Kuchaman,285,1,Good,43,Good,0,GO,285,Very Unhealthy,727.264977,1.984647885,Good,Very Unhealthy
France,Etampes,41,1,Good,22,Good,3,GO,41,Good,116.8720627,0.784050276,Good,Good
Russian Federation,Skhodnya,45,1,Good,23,Good,9,GO,45,Good,97.71615083,18.52497937,Good,Good
Canada,Yellowknife,24,1,Good,24,Good,0,GO,5,Good,36.39278796,-0.344026626,Good,Good
Poland,Brzesko,73,1,Good,36,Good,2,GO,73,Moderate,185.4264323,7.187629602,Good,Moderate
Italy,San Lazzaro Di Savena,63,1,Good,,Good,2,GO,63,Moderate,155.5043072,1.848102662,Good,Moderate
India,Baudh,151,2,Good,47,Good,2,GO,151,Unhealthy,394.3738605,5.197351751,Good,Unhealthy
Colombia,Dabeiba,18,1,Good,,Good,0,GO,18,Good,61.56114617,6.155573905,Good,Good
Serbia,Ripanj,64,1,Good,64,Moderate,0,GO,64,Moderate,161.1223908,4.347514289,Moderate,Moderate
Brazil,Matozinhos,155,1001.368367,Good,0,Good,6,GO,155,Unhealthy,399.3628854,17.83357928,Good,Unhealthy
India,Vaijapur,128,1,Good,34,Good,0,,128,Unhealthy for Sensitive Groups,322.3969096,-0.050811114,Good,Unhealthy for Sensitive Groups
Brazil,Itai,22,1,Good,8,Good,1,GO,22,Good,70.23709546,4.508289516,Good,Good
,Mont Dore,28,0,Good,28,Good,0,GO,6,Good,13.80227872,5.224014096,Good,Good
India,Chalakudi,69,1,Good,26,Good,1,GO,69,Moderate,169.9814326,5.466664901,Good,Moderate
Netherlands,Terneuzen,38,1,Good,32,Good,3,GO,38,Good,99.86137865,5.960027261,Good,Good
Germany,Kirchhain,31,0,Good,29,Good,1,GO,31,Good,86.63647898,5.192961674,Good,Good
Japan,Ishinomaki,39,1,Good,39,Good,0,GO,13,Good,57.63554295,4.234794033,Good,Good
Algeria,Tazmalt,117,1,Good,117,Unhealthy for Sensitive Groups,1,GO,56,Moderate,134.5284243,-3.81002149,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Armenia,Yerevan,52,1,Good,37,Good,0,GO,52,Moderate,132.251977,4.435132213,Good,Moderate
Italy,Orvieto,49,1,Good,38,Good,4,GO,49,Good,122.6283282,11.50905603,Good,Good
Poland,Skarzysko Kamienna,32,1,Good,28,Good,1,GO,32,Good,90.98092273,7.923919461,Good,Good
Sweden,Ljungby,40,1,Good,40,Good,0,GO,29,Good,80.85968173,2.703712469,Good,Good
India,Supaul,67,2,Good,48,Good,1,GO,67,Moderate,158.4644137,1.046825424,Good,Moderate
United States of America,North Highlands,50,1,Good,28,Good,8,GO,50,Good,127.8047342,21.82319956,Good,Good
France,Valence,54,1,Good,47,Good,0,GO,54,Moderate,133.7185626,7.278168784,Good,Moderate
France,Armentieres,34,0,Good,28,Good,2,GO,34,Good,80.73069528,5.924119494,Good,Good
United States of America,Tustin Foothills,89,3,Good,11,Good,22,GO,89,Moderate,218.1295531,32.46410088,Good,Moderate
Armenia,Artashat,56,1,Good,38,Good,0,GO,56,Moderate,147.1987014,0.340588881,Good,Moderate
France,Gentilly,31,1,Good,28,Good,2,GO,31,Good,90.59310904,11.19880939,Good,Good
Chile,Molina,97,4,Good,2,Good,5,GO,97,Moderate,225.3165224,12.36456593,Good,Moderate
Belgium,Brugge,37,1,Good,25,Good,3,GO,37,Good,107.0416451,7.253880024,Good,Good
Pakistan,Gambat,168,1,Good,48,Good,1,GO,168,Unhealthy,424.7615623,10.42981594,Good,Unhealthy
India,Rambha,97,2,Good,48,Good,1,GO,97,Moderate,246.6839808,7.26783211,Good,Moderate
Nicaragua,Nagarote,50,1,Good,27,Good,0,GO,50,Good,147.2832938,12.34273792,Good,Good
Turkey,Isparta,49,1,Good,33,Good,0,GO,49,Good,132.3161385,-6.053089264,Good,Good
Russian Federation,Krasnoarmeysk,39,1,Good,39,Good,0,GO,36,Good,91.81819282,0.147383462,Good,Good
France,Romilly Sur Seine,76,1,Good,47,Good,0,GO,76,Moderate,211.9417576,-0.397357411,Good,Moderate
Lithuania,Plunge,59,1,Good,39,Good,0,GO,59,Moderate,170.1497185,-7.987874374,Good,Moderate
United States of America,Roanoke Rapids,42,1,Good,,Good,1,GO,42,Good,100.1605193,3.322858642,Good,Good
India,Karimganj,129,4,Good,11,Good,9,GO,129,Unhealthy for Sensitive Groups,319.7732661,17.49431561,Good,Unhealthy for Sensitive Groups
Nigeria,Jos,64,2,Good,,Good,0,GO,64,Moderate,156.7458947,-7.563392007,Good,Moderate
United States of America,Tempe,52,1,Good,12,Good,20,GO,52,Moderate,141.3839193,30.24013494,Good,Moderate
Pakistan,Bahawalnagar,500,1,Good,38,Good,1,GO,466,Hazardous,1171.990597,5.87835987,Good,Hazardous
United States of America,Albuquerque,63,1,Good,30,Good,4,GO,63,Moderate,171.3619119,10.25729473,Good,Moderate
Indonesia,Ngunut,51,1,Good,26,Good,0,GO,51,Moderate,126.1700297,2.191171614,Good,Moderate
China,Shilong,191,4,Good,191,Unhealthy,5,GO,121,Unhealthy for Sensitive Groups,321.5336997,18.88537411,Unhealthy,Unhealthy
Turkey,Yalova,63,1,Good,53,Moderate,1,GO,63,Moderate,161.6329886,7.799067002,Moderate,Moderate
United Republic of Tanzania,Bwanga,39,1,Good,16,Good,0,GO,39,Good,101.0018928,-1.566291342,Good,Good
Germany,Wald Michelbach,62,1,Good,59,Moderate,0,GO,62,Moderate,153.3831013,-6.405816791,Moderate,Moderate
Belgium,Herve,39,1,Good,22,Good,5,,39,Good,127.6364347,11.31568322,Good,Good
Afghanistan,Nuristan,59,0,Good,37,Good,0,GO,59,Moderate,151.5487512,-8.145928097,Good,Moderate
South Africa,Fochville,154,8,Good,17,Good,12,GO,154,Unhealthy,385.3419443,33.23633364,Good,Unhealthy
Brazil,Brejo Da Madre De Deus,27,0,Good,15,Good,1,GO,27,Good,74.43589911,-0.979909581,Good,Good
Nicaragua,Matagalpa,25,1,Good,15,Good,1,GO,25,Good,60.73660284,-2.7544572,Good,Good
Mexico,Sahuayo,39,1,Good,8,Good,3,GO,39,Good,85.07228026,3.552487217,Good,Good
United States of America,Port Angeles,29,1,Good,,Good,1,GO,16,Good,56.87713384,0.930597302,Good,Good
Mexico,Xonacatlan,148,3,Good,9,Good,13,GO,148,Unhealthy for Sensitive Groups,365.7107352,32.01490285,Good,Unhealthy for Sensitive Groups
Cameroon,Bamenda,52,4,Good,10,Good,1,GO,52,Moderate,105.8819606,-0.144815651,Good,Moderate
United States of America,Montebello,125,4,Good,,Good,36,GO,125,Unhealthy for Sensitive Groups,319.0041891,66.37299124,Good,Unhealthy for Sensitive Groups
,Tsukumi,54,1,Good,54,Moderate,1,GO,38,Good,92.44539199,8.586741305,Moderate,Moderate
Romania,Deleni,53,1,Good,,Good,0,GO,53,Moderate,151.0220268,5.77184363,Good,Moderate
Brazil,Itacarambi,21,0,Good,7,Good,1,GO,21,Good,48.83993291,-5.057519295,Good,Good
China,Xingtai,188,5,Good,188,Unhealthy,5,GO,162,Unhealthy,412.5147361,19.70636028,Unhealthy,Unhealthy
Turkey,Cubuk,42,1,Good,42,Good,0,GO,34,Good,79.63670803,1.181030855,Good,Good
India,Kunnamkulam,68,1,Good,26,Good,0,GO,68,Moderate,185.5077429,-2.911461216,Good,Moderate
United States of America,Galesburg,41,1,Good,30,Good,5,GO,41,Good,88.57237822,13.98993533,Good,Good
Thailand,Ban Bung,43,0,Good,16,Good,2,GO,43,Good,104.1571819,9.374909721,Good,Good
United States of America,Swansea,34,1001.368367,Good,24,Good,8,GO,34,Good,109.3969144,17.32090264,Good,Good
United States of America,Poquoson,47,1,Good,47,Good,1,GO,47,Good,122.4939152,-13.38031195,Good,Good
Sweden,Upplands Vasby,31,1,Good,,Good,0,GO,9,Good,19.61690735,2.337364447,Good,Good
United States of America,Adrian,84,2,Good,16,Good,16,GO,84,Moderate,227.0832329,36.15556685,Good,Moderate
United States of America,Lynbrook,116,4,Good,14,Good,34,GO,116,Unhealthy for Sensitive Groups,301.4445116,65.20536625,Good,Unhealthy for Sensitive Groups
Iran (Islamic Republic of),Ardistan,129,1,Good,,Good,0,,129,Unhealthy for Sensitive Groups,325.4974617,1.906124247,Good,Unhealthy for Sensitive Groups
Turkey,Catalca,38,1,Good,38,Good,1,GO,21,Good,66.52713148,-0.707034442,Good,Good
India,Digras,137,1,Good,35,Good,0,GO,137,Unhealthy for Sensitive Groups,360.7376206,4.85181872,Good,Unhealthy for Sensitive Groups
Spain,Santa Eulalia Del Rio,46,1,Good,46,Good,0,GO,28,Good,84.92628103,2.513148147,Good,Good
Italy,Impruneta,74,1,Good,,Moderate,0,GO,42,Good,104.6130732,-3.177633756,Moderate,Moderate
India,Manapparai,52,1,Good,32,Good,0,GO,52,Moderate,136.4936348,7.039779509,Good,Moderate
Germany,Aerzen,35,1,Good,35,Good,1,GO,34,Good,79.68044758,10.94362234,Good,Good
Libya,Sabha,102,1,Good,24,Good,0,GO,102,Unhealthy for Sensitive Groups,238.388379,-2.852392718,Good,Unhealthy for Sensitive Groups
United States of America,Milwaukie,52,2,Good,10,Good,14,GO,52,Moderate,145.7334018,23.157518,Good,Moderate
Ukraine,Sambir,54,1,Good,31,Good,1,GO,54,Moderate,138.1179756,4.715506959,Good,Moderate
Brazil,Jardim De Piranhas,35,0,Good,,Good,0,GO,35,Good,99.0940179,4.458828907,Good,Good
United States of America,Mill Creek,35,1,Good,31,Good,5,GO,35,Good,97.11272084,8.946535021,Good,Good
Thailand,Phra Pradaeng,70,1,Good,24,Good,1,GO,70,Moderate,172.5981808,-9.886685281,Good,Moderate
Croatia,Zadar,71,1,Good,38,Good,1,,71,Moderate,177.1645466,0.385774579,Good,Moderate
Italy,Crispiano,58,1,Good,,Good,2,GO,58,Moderate,157.9381847,6.526985442,Good,Moderate
India,Hyderabad,201,8,Good,11,Good,19,GO,201,Very Unhealthy,510.0062823,39.79940292,Good,Very Unhealthy
Indonesia,Medan,101,2,Good,54,Moderate,1,GO,101,Unhealthy for Sensitive Groups,237.0048548,2.454153348,Moderate,Unhealthy for Sensitive Groups
Brazil,Apiai,62,1,Good,10,Good,1,GO,62,Moderate,144.9277418,4.46871215,Good,Moderate
China,Lishu,93,3,Good,93,Moderate,1,,65,Moderate,151.014324,1.99441767,Moderate,Moderate
Zimbabwe,Mount Darwin,26,0,Good,,Good,0,,26,Good,83.88090032,-1.621026954,Good,Good
Japan,Ebetsu,50,1001.368367,Good,29,Good,6,GO,50,Good,112.0178526,6.468852355,Good,Good
Italy,Campi Bisenzio,37,1,Good,37,Good,2,GO,25,Good,67.93900533,3.611000733,Good,Good
Brazil,Nossa Senhora Do Socorro,30,1001.368367,Good,18,Good,1,GO,30,Good,65.97630717,-1.261899869,Good,Good
South Africa,Grahamstown,66,3,Good,,Good,1,GO,66,Moderate,172.4708566,3.547298703,Good,Moderate
Madagascar,Antsirabe,52,1,Good,22,Good,0,GO,52,Moderate,144.540851,-0.523000608,Good,Moderate
Brazil,Espinosa,23,0,Good,23,Good,0,,18,Good,44.61952242,-0.445417469,Good,Good
China,Xichang,59,1,Good,37,Good,0,GO,59,Moderate,154.2847666,3.921187181,Good,Moderate
Brazil,Piripiri,38,1,Good,9,Good,1,GO,38,Good,92.5761363,16.11436983,Good,Good
Chile,Cauquenes,36,1,Good,16,Good,3,GO,36,Good,96.23419134,5.407717148,Good,Good
Russian Federation,Sosenskiy,34,1,Good,34,Good,0,GO,34,Good,83.52458194,1.803430308,Good,Good
India,Dinhata,54,2,Good,41,Good,0,GO,54,Moderate,142.0783838,9.088633171,Good,Moderate
Indonesia,Selogiri,46,1,Good,26,Good,0,GO,46,Good,121.9144205,3.982644487,Good,Good
Brazil,Palmeira,29,0,Good,,Good,0,GO,29,Good,77.66906196,-2.278320342,Good,Good
Russian Federation,Luchegorsk,36,2,Good,25,Good,8,GO,36,Good,94.64592561,19.42218,Good,Good
Spain,Arcos De La Frontera,31,1,Good,31,Good,4,,30,Good,84.47386296,8.81205261,Good,Good
Indonesia,Majenang,62,1001.368367,Good,41,Good,1,GO,62,Moderate,159.2469558,4.652537902,Good,Moderate
India,Murud,101,0,Good,,Good,0,GO,101,Unhealthy for Sensitive Groups,249.6745871,1.986072754,Good,Unhealthy for Sensitive Groups
Cameroon,Betare Oya,58,3,Good,5,Good,0,GO,58,Moderate,147.3715093,16.63822618,Good,Moderate
Italy,Savigliano,61,1001.368367,Good,37,Good,1,GO,61,Moderate,145.5184159,1.548030388,Good,Moderate
United States of America,Ashland,76,2,Good,36,Good,7,GO,76,Moderate,195.0878365,22.73559712,Good,Moderate
United States of America,Weirton,47,1,Good,39,Good,2,,47,Good,130.3213,2.147894823,Good,Good
United Kingdom of Great Britain and Northern Ireland,Gravesend,33,0,Good,33,Good,0,GO,27,Good,59.22201327,2.434766451,Good,Good
Germany,Erwitte,41,1001.368367,Good,36,Good,1,GO,41,Good,114.5826622,4.080647268,Good,Good
United States of America,Grandview,70,1,Good,32,Good,9,GO,70,Moderate,196.3721164,16.64101108,Good,Moderate
Portugal,Abrantes,34,1,Good,34,Good,1,GO,16,Good,39.61650542,-4.433014057,Good,Good
France,Perpignan,40,1,Good,33,Good,2,GO,40,Good,106.4765184,10.29783382,Good,Good
Brazil,Toritama,36,0,Good,17,Good,1,GO,36,Good,98.63672648,8.199037604,Good,Good
Italy,Salemi,57,1,Good,57,Moderate,0,,56,Moderate,147.0323595,-0.952622849,Moderate,Moderate
Indonesia,Bangil,155,1001.368367,Good,,Moderate,2,GO,155,Unhealthy,393.010763,-2.07913242,Moderate,Unhealthy
Japan,Hanyu,50,1,Good,50,Good,0,GO,17,Good,48.02372769,1.378475944,Good,Good
Russian Federation,Ruza,30,1,Good,30,Good,0,GO,13,Good,55.00925942,4.257525544,Good,Good
India,Bilimora,136,0,Good,21,Good,0,GO,136,Unhealthy for Sensitive Groups,348.8173417,3.928445824,Good,Unhealthy for Sensitive Groups
India,Pundri,162,4,Good,45,Good,9,GO,162,Unhealthy,426.9943598,20.51548183,Good,Unhealthy
South Africa,Lichtenburg,107,3,Good,,Good,6,GO,107,Unhealthy for Sensitive Groups,261.4194667,10.93631721,Good,Unhealthy for Sensitive Groups
Madagascar,Ikongo,25,1,Good,21,Good,0,GO,25,Good,68.77988364,7.951317868,Good,Good
Peru,Nauta,32,1,Good,1,Good,0,,32,Good,78.61936991,-9.362258585,Good,Good
Peru,Huancayo,25,1001.368367,Good,,Good,2,GO,25,Good,62.99798108,9.066446793,Good,Good
Malawi,Lilongwe,33,0,Good,19,Good,0,GO,33,Good,94.08544273,3.894256146,Good,Good
France,Hoenheim,33,1,Good,33,Good,1,GO,28,Good,82.48120032,6.799020633,Good,Good
India,Ichhawar,162,1,Good,39,Good,0,,162,Unhealthy,410.5844948,4.086891811,Good,Unhealthy
Italy,Mondragone,48,1,Good,48,Good,1,,41,Good,118.1104186,1.640279825,Good,Good
Republic of North Macedonia,Studenicani,62,1,Good,41,Good,1,GO,62,Moderate,172.6176116,-0.447919453,Good,Moderate
Germany,Schmalkalden,56,1,Good,48,Good,0,GO,56,Moderate,162.1080854,0.250412533,Good,Moderate
China,Peitou,62,2,Good,49,Good,7,GO,62,Moderate,177.4957674,11.22059782,Good,Moderate
India,Ambala,142,2,Good,142,Unhealthy for Sensitive Groups,1,GO,134,Unhealthy for Sensitive Groups,330.955995,3.688689052,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Uganda,Kyenjojo,61,2,Good,15,Good,0,GO,61,Moderate,145.7361815,6.586459895,Good,Moderate
Germany,Hauzenberg,52,1,Good,47,Good,1,GO,52,Moderate,130.8817663,6.136897849,Good,Moderate
Japan,Enzan,44,1,Good,39,Good,1,GO,44,Good,117.3053367,2.519723257,Good,Good
India,Ilkal,59,0,Good,,Good,0,GO,59,Moderate,164.4054859,3.931126869,Good,Moderate
United States of America,Casper,96,1001.368367,Good,24,Good,3,GO,96,Moderate,244.5717562,20.78530266,Good,Moderate
Brazil,Cafelandia,48,1,Good,11,Good,1,GO,48,Good,137.59045,-0.655007923,Good,Good
United States of America,Liberty,55,1,Good,33,Good,5,GO,55,Moderate,148.0679595,16.6416784,Good,Moderate
United Republic of Tanzania,Rujewa,20,0,Good,20,Good,0,GO,16,Good,37.90211008,-8.389806291,Good,Good
United States of America,South Euclid,45,1,Good,45,Good,4,GO,34,Good,83.16618963,-0.532993388,Good,Good
Japan,Akabira,52,1,Good,28,Good,4,GO,52,Moderate,124.5087127,13.2256918,Good,Moderate
Germany,Diedorf,51,1,Good,30,Good,5,GO,51,Moderate,111.7504032,-0.767072237,Good,Moderate
United States of America,Shiloh,53,2,Good,33,Good,10,GO,53,Moderate,137.7166541,25.06344231,Good,Moderate
United States of America,Dennis,37,1,Good,37,Good,3,GO,18,Good,45.48697136,10.23294053,Good,Good
Portugal,Avintes,37,1,Good,16,Good,7,GO,37,Good,111.9127329,14.87894814,Good,Good
Ethiopia,Dabat,79,1,Good,16,Good,1,GO,79,Moderate,215.6582184,7.881372941,Good,Moderate
Uzbekistan,Buka,152,1,Good,46,Good,0,GO,152,Unhealthy,397.6149899,0.952984658,Good,Unhealthy
Germany,Angermunde,35,1001.368367,Good,35,Good,1,GO,24,Good,66.42943095,1.638583354,Good,Good
United States of America,Edmond,54,1,Good,25,Good,4,GO,54,Moderate,142.7301072,15.59900586,Good,Moderate
Germany,Korb,30,0,Good,30,Good,1,GO,27,Good,64.22107133,2.530027355,Good,Good
Germany,Aurich,37,1,Good,37,Good,0,GO,35,Good,77.45279626,-2.660656076,Good,Good
United States of America,Knoxville,56,1,Good,56,Moderate,1,GO,19,Good,52.55883778,6.942464307,Moderate,Moderate
Brazil,Ecoporanga,38,1,Good,16,Good,1,GO,38,Good,110.4095417,10.0975388,Good,Good
Brazil,Itirapina,61,1,Good,24,Good,0,GO,61,Moderate,159.0376383,7.829770186,Good,Moderate
United Kingdom of Great Britain and Northern Ireland,Failsworth,30,1,Good,,Good,5,GO,30,Good,91.90038753,10.15440427,Good,Good
Brazil,Conceicao Da Barra,28,0,Good,,Good,0,GO,27,Good,71.68142254,2.141987543,Good,Good
Brazil,Salto De Pirapora,77,2,Good,8,Good,6,GO,77,Moderate,197.7109275,13.69954263,Good,Moderate
China,Baoji,156,1,Good,34,Good,3,GO,156,Unhealthy,410.2874785,4.404190412,Good,Unhealthy
United States of America,Westwood,50,1,Good,,Good,5,GO,50,Good,121.1732118,15.31352739,Good,Good
Ethiopia,Asbe Teferi,65,1,Good,19,Good,0,GO,65,Moderate,167.4353841,4.16980989,Good,Moderate
,Ischia,56,1,Good,56,Moderate,0,GO,38,Good,111.1656427,5.313969562,Moderate,Moderate
Malawi,Rumphi,28,0,Good,,Good,0,GO,28,Good,81.4537595,7.444552563,Good,Good
South Africa,Queenstown,45,1,Good,11,Good,2,GO,45,Good,97.82905437,1.959905472,Good,Good
Ukraine,Lokhvytsya,39,1,Good,,Good,0,GO,39,Good,102.7198155,-0.75689279,Good,Good
India,Virarajendrapet,54,0,Good,22,Good,0,GO,54,Moderate,136.1996315,-0.206181225,Good,Moderate
United States of America,Norland,61,1,Good,10,Good,16,GO,61,Moderate,137.2419213,19.09234795,Good,Moderate
Japan,Moka,59,1,Good,59,Moderate,1,GO,54,Moderate,137.5894579,6.887552464,Moderate,Moderate
Ethiopia,Butajira,64,1,Good,18,Good,0,GO,64,Moderate,180.1167341,-5.449304211,Good,Moderate
Netherlands,Neerijnen,38,1,Good,38,Good,1,GO,38,Good,98.94475061,8.069420787,Good,Good
Thailand,Phetchabun,44,0,Good,21,Good,0,GO,44,Good,123.5071939,-5.951504507,Good,Good
United States of America,Plainfield,52,1,Good,40,Good,2,GO,52,Moderate,123.725039,7.778986382,Good,Moderate
Guyana,Linden,34,1,Good,16,Good,0,GO,34,Good,94.00235856,-5.877883746,Good,Good
United States of America,Prospect Heights,83,3,Good,6,Good,30,GO,83,Moderate,221.0845884,55.90465871,Good,Moderate
United States of America,North Wantagh,60,2,Good,19,Good,18,GO,60,Moderate,144.1805412,40.01322198,Good,Moderate
Germany,Ahlen,28,0,Good,28,Good,1,GO,26,Good,70.62431703,3.478756319,Good,Good
Brazil,Nova Granada,37,1,Good,9,Good,2,GO,37,Good,89.04371512,6.377111126,Good,Good
Turkey,Serik,54,1,Good,40,Good,0,GO,54,Moderate,155.5829496,-5.828318486,Good,Moderate
Italy,Pompei,61,1,Good,61,Moderate,2,GO,49,Good,134.4516458,8.324106696,Moderate,Moderate
Japan,Ishige,75,1,Good,21,Good,17,GO,75,Moderate,206.2109881,38.20895245,Good,Moderate
Italy,Castelfidardo,50,1,Good,50,Good,1,GO,28,Good,74.88099177,4.452267126,Good,Good
Ukraine,Smila,51,1,Good,43,Good,0,GO,51,Moderate,122.7007443,-3.601335753,Good,Moderate
Philippines,Lun,15,0,Good,15,Good,0,GO,15,Good,37.47945776,-1.441141308,Good,Good
Uganda,Paidha,59,1,Good,,Good,0,GO,59,Moderate,146.4863236,-3.560886992,Good,Moderate
Mexico,Guadalupe Victoria,50,1,Good,32,Good,0,GO,50,Good,135.0950138,6.06911466,Good,Good
Germany,Edemissen,37,1,Good,37,Good,1,GO,22,Good,48.69821271,9.255693166,Good,Good
Japan,Muko,33,1,Good,32,Good,3,GO,33,Good,103.8486285,7.337028994,Good,Good
France,Epinay Sur Seine,71,2,Good,28,Good,5,GO,71,Moderate,202.9294486,5.472164573,Good,Moderate
Russian Federation,Vikhorevka,39,1,Good,37,Good,0,GO,39,Good,90.68004478,0.854376865,Good,Good
South Africa,East London,54,2,Good,18,Good,3,GO,54,Moderate,138.6102727,5.649654192,Good,Moderate
Russian Federation,Chaykovskiy,26,1,Good,,Good,0,GO,13,Good,46.62726813,1.606903011,Good,Good
Brazil,Estrela,14,1,Good,13,Good,0,GO,14,Good,44.45759851,2.425230239,Good,Good
Uganda,Bweyogerere,130,5,Good,19,Good,2,,130,Unhealthy for Sensitive Groups,321.7252325,5.480700853,Good,Unhealthy for Sensitive Groups
United States of America,Allouez,30,1,Good,,Good,3,GO,28,Good,79.9177989,9.905050028,Good,Good
China,Laiyang,127,2,Good,,Unhealthy for Sensitive Groups,2,GO,127,Unhealthy for Sensitive Groups,326.7831669,0.389660882,Unhealthy for Sensitive Groups,Unhealthy for Sensitive Groups
Brazil,Sao Lourenco Do Oeste,22,0,Good,14,Good,1,GO,22,Good,54.8901083,1.087120445,Good,Good
Italy,Castelvetrano,83,1,Good,,Good,0,GO,83,Moderate,227.8553077,-4.763304976,Good,Moderate
Sweden,Tumba,43,0,Good,43,Good,0,GO,22,Good,71.48204785,8.756172153,Good,Good
